From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Pathway	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs
Q16769	Q16769	reviewed	QPCT_HUMAN	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)	QPCT	Homo sapiens (Human)	361		peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase [GO:0017186]; protein modification process [GO:0036211]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; glutaminyl-peptide cyclotransferase activity [GO:0016603]; zinc ion binding [GO:0008270]; peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase [GO:0017186]; protein modification process [GO:0036211]	GO:0005576; GO:0008270; GO:0016603; GO:0017186; GO:0035580; GO:0036211; GO:0070062; GO:1904724; GO:1904813
Q16849	Q16849	reviewed	PTPRN_HUMAN	Receptor-type tyrosine-protein phosphatase-like N (R-PTP-N) (Islet cell antigen 512) (ICA 512) (Islet cell autoantigen 3) (PTP IA-2) [Cleaved into: ICA512-N-terminal fragment (ICA512-NTF); ICA512-transmembrane fragment (ICA512-TMF); ICA512-cleaved cytosolic fragment (ICA512-CCF)]	PTPRN ICA3 ICA512	Homo sapiens (Human)	979		dense core granule maturation [GO:1990502]; insulin secretion [GO:0030073]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; luteinization [GO:0001553]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type B pancreatic cell proliferation [GO:1904692]; regulation of secretion [GO:0051046]; response to reactive oxygen species [GO:0000302]	axon terminus [GO:0043679]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; synapse [GO:0045202]; transport vesicle membrane [GO:0030658]; spectrin binding [GO:0030507]; transcription factor binding [GO:0008134]; ubiquitin-like protein ligase binding [GO:0044389]; dense core granule maturation [GO:1990502]; insulin secretion [GO:0030073]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; luteinization [GO:0001553]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type B pancreatic cell proliferation [GO:1904692]; regulation of secretion [GO:0051046]; response to reactive oxygen species [GO:0000302]	GO:0000302; GO:0001553; GO:0005634; GO:0005768; GO:0005794; GO:0005886; GO:0008134; GO:0030073; GO:0030141; GO:0030507; GO:0030658; GO:0035773; GO:0043025; GO:0043204; GO:0043679; GO:0044389; GO:0045202; GO:0045944; GO:0051046; GO:1904692; GO:1990502
Q24JP5	Q24JP5	reviewed	T132A_HUMAN	Transmembrane protein 132A (HSPA5-binding protein 1)	TMEM132A HSPA5BP1 KIAA1583	Homo sapiens (Human)	1023		negative regulation of protein catabolic process [GO:0042177]; positive regulation of Wnt protein secretion [GO:0061357]; positive regulation of Wnt signaling pathway [GO:0030177]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; protein homodimerization activity [GO:0042803]; negative regulation of protein catabolic process [GO:0042177]; positive regulation of Wnt protein secretion [GO:0061357]; positive regulation of Wnt signaling pathway [GO:0030177]	GO:0000139; GO:0005783; GO:0005788; GO:0005789; GO:0005886; GO:0030177; GO:0042177; GO:0042803; GO:0061357; GO:0070062
Q2TAL6	Q2TAL6	reviewed	VWC2_HUMAN	Brorin (Brain-specific chordin-like protein) (von Willebrand factor C domain-containing protein 2)	VWC2 UNQ739/PRO1434	Homo sapiens (Human)	325		negative regulation of BMP signaling pathway [GO:0030514]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of neuron differentiation [GO:0045666]	AMPA glutamate receptor complex [GO:0032281]; basement membrane [GO:0005604]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]; synapse [GO:0045202]; negative regulation of BMP signaling pathway [GO:0030514]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of neuron differentiation [GO:0045666]	GO:0005604; GO:0005614; GO:0005615; GO:0010811; GO:0030514; GO:0032281; GO:0045202; GO:0045666
Q495W5	Q495W5	reviewed	FUT11_HUMAN	Alpha-(1,3)-fucosyltransferase 11 (EC 2.4.1.-) (Fucosyltransferase XI) (Fuc-TXI) (FucT-XI) (Galactoside 3-L-fucosyltransferase 11) (Fucosyltransferase 11)	FUT11	Homo sapiens (Human)	492	PATHWAY: Protein modification; protein glycosylation. {ECO:0000305|PubMed:19088067}.	fucosylation [GO:0036065]; N-glycan fucosylation [GO:0036071]; protein glycosylation [GO:0006486]	Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; alpha-(1->3)-fucosyltransferase activity [GO:0046920]; fucosyltransferase activity [GO:0008417]; fucosylation [GO:0036065]; N-glycan fucosylation [GO:0036071]; protein glycosylation [GO:0006486]	GO:0000139; GO:0006486; GO:0008417; GO:0032580; GO:0036065; GO:0036071; GO:0046920
Q53EL9	Q53EL9	reviewed	SEZ6_HUMAN	Seizure protein 6 homolog (SEZ-6) (hSEZ-6)	SEZ6	Homo sapiens (Human)	994		adult locomotory behavior [GO:0008344]; cerebellar Purkinje cell layer development [GO:0021680]; excitatory postsynaptic potential [GO:0060079]; regulation of dendrite development [GO:0050773]; regulation of protein kinase C signaling [GO:0090036]; synapse maturation [GO:0060074]	apical dendrite [GO:0097440]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; adult locomotory behavior [GO:0008344]; cerebellar Purkinje cell layer development [GO:0021680]; excitatory postsynaptic potential [GO:0060079]; regulation of dendrite development [GO:0050773]; regulation of protein kinase C signaling [GO:0090036]; synapse maturation [GO:0060074]	GO:0005783; GO:0005886; GO:0008344; GO:0021680; GO:0043025; GO:0043197; GO:0043198; GO:0048471; GO:0050773; GO:0060074; GO:0060079; GO:0090036; GO:0097440
Q53RD9	Q53RD9	reviewed	FBLN7_HUMAN	Fibulin-7 (FIBL-7)	FBLN7 TM14	Homo sapiens (Human)	439		cell adhesion [GO:0007155]	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; calcium ion binding [GO:0005509]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; cell adhesion [GO:0007155]	GO:0005509; GO:0005615; GO:0005925; GO:0007155; GO:0008201; GO:0031012; GO:0043395
Q562R1	Q562R1	reviewed	ACTBL_HUMAN	Beta-actin-like protein 2 (Kappa-actin)	ACTBL2	Homo sapiens (Human)	376		axonogenesis [GO:0007409]; cell motility [GO:0048870]	actin filament [GO:0005884]; axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; NuA4 histone acetyltransferase complex [GO:0035267]; ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973]; axonogenesis [GO:0007409]; cell motility [GO:0048870]	GO:0005524; GO:0005615; GO:0005737; GO:0005884; GO:0007409; GO:0016020; GO:0019901; GO:0030424; GO:0035267; GO:0048870; GO:0070062; GO:0098973; GO:0098978
Q5JRA6	Q5JRA6	reviewed	TGO1_HUMAN	Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)	MIA3 KIAA0268 TANGO UNQ6077/PRO20088	Homo sapiens (Human)	1907		cell migration involved in sprouting angiogenesis [GO:0002042]; cellular response to oxidised low-density lipoprotein particle stimulus [GO:0140052]; COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; lipoprotein transport [GO:0042953]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell migration [GO:0030336]; negative regulation of leukocyte cell-cell adhesion [GO:1903038]; negative regulation of lymphocyte migration [GO:2000402]; positive regulation of leukocyte migration [GO:0002687]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein secretion [GO:0009306]; protein transport [GO:0015031]; vesicle cargo loading [GO:0035459]; wound healing [GO:0042060]	endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; cargo receptor activity [GO:0038024]; cell migration involved in sprouting angiogenesis [GO:0002042]; cellular response to oxidised low-density lipoprotein particle stimulus [GO:0140052]; COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; lipoprotein transport [GO:0042953]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell migration [GO:0030336]; negative regulation of leukocyte cell-cell adhesion [GO:1903038]; negative regulation of lymphocyte migration [GO:2000402]; positive regulation of leukocyte migration [GO:0002687]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein secretion [GO:0009306]; protein transport [GO:0015031]; vesicle cargo loading [GO:0035459]; wound healing [GO:0042060]	GO:0002042; GO:0002687; GO:0005788; GO:0005789; GO:0006887; GO:0006888; GO:0007029; GO:0007162; GO:0009306; GO:0015031; GO:0016020; GO:0030336; GO:0035459; GO:0038024; GO:0042060; GO:0042953; GO:0043231; GO:0070971; GO:0070973; GO:0090110; GO:0140052; GO:1903038; GO:2000402
Q5KU26	Q5KU26	reviewed	COL12_HUMAN	Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin)	COLEC12 CLP1 NSR2 SCARA4 SRCL	Homo sapiens (Human)	742		carbohydrate mediated signaling [GO:0009756]; cellular response to exogenous dsRNA [GO:0071360]; defense response [GO:0006952]; defense response to bacterium [GO:0042742]; innate immune response [GO:0045087]; phagocytosis, recognition [GO:0006910]; plasma membrane raft organization [GO:0044857]; toll-like receptor 3 signaling pathway [GO:0034138]	collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; endocytic vesicle membrane [GO:0030666]; extracellular space [GO:0005615]; membrane [GO:0016020]; plasma membrane [GO:0005886]; galactose binding [GO:0005534]; low-density lipoprotein particle binding [GO:0030169]; metal ion binding [GO:0046872]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; carbohydrate mediated signaling [GO:0009756]; cellular response to exogenous dsRNA [GO:0071360]; defense response [GO:0006952]; defense response to bacterium [GO:0042742]; innate immune response [GO:0045087]; phagocytosis, recognition [GO:0006910]; plasma membrane raft organization [GO:0044857]; toll-like receptor 3 signaling pathway [GO:0034138]	GO:0005044; GO:0005534; GO:0005581; GO:0005615; GO:0005886; GO:0006910; GO:0006952; GO:0009756; GO:0016020; GO:0030169; GO:0030666; GO:0034138; GO:0038187; GO:0042742; GO:0044857; GO:0045087; GO:0046872; GO:0062023; GO:0071360
Q5SPY9	Q5SPY9	unreviewed	Q5SPY9_HUMAN	Neural proliferation, differentiation and control 1	NPDC1	Homo sapiens (Human)	403			membrane [GO:0016020]	GO:0016020
Q5VU97	Q5VU97	reviewed	CAHD1_HUMAN	VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1)	CACHD1 KIAA1573 VWCD1	Homo sapiens (Human)	1274			voltage-gated calcium channel complex [GO:0005891]; voltage-gated calcium channel activity [GO:0005245]	GO:0005245; GO:0005891
Q6EMK4	Q6EMK4	reviewed	VASN_HUMAN	Vasorin (Protein slit-like 2)	VASN SLITL2 UNQ314/PRO357/PRO1282	Homo sapiens (Human)	673		cellular response to hypoxia [GO:0071456]; cellular response to redox state [GO:0071461]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]	cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; lysosomal membrane [GO:0005765]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; cadherin binding [GO:0045296]; transforming growth factor beta binding [GO:0050431]; cellular response to hypoxia [GO:0071456]; cellular response to redox state [GO:0071461]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]	GO:0005615; GO:0005739; GO:0005765; GO:0005886; GO:0009986; GO:0010719; GO:0030512; GO:0031012; GO:0045296; GO:0050431; GO:0070062; GO:0071456; GO:0071461
Q6MZW2	Q6MZW2	reviewed	FSTL4_HUMAN	Follistatin-related protein 4 (Follistatin-like protein 4)	FSTL4 KIAA1061	Homo sapiens (Human)	842		cell differentiation [GO:0030154]; negative regulation of brain-derived neurotrophic factor receptor signaling pathway [GO:0031549]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendritic spine development [GO:0061000]; regulation of BMP signaling pathway [GO:0030510]	extracellular region [GO:0005576]; secretory granule [GO:0030141]; brain-derived neurotrophic factor binding [GO:0048403]; calcium ion binding [GO:0005509]; cell differentiation [GO:0030154]; negative regulation of brain-derived neurotrophic factor receptor signaling pathway [GO:0031549]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendritic spine development [GO:0061000]; regulation of BMP signaling pathway [GO:0030510]	GO:0005509; GO:0005576; GO:0030141; GO:0030154; GO:0030510; GO:0031549; GO:0048403; GO:0048671; GO:0061000
Q6NW40	Q6NW40	reviewed	RGMB_HUMAN	Repulsive guidance molecule B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON)	RGMB	Homo sapiens (Human)	437		BMP signaling pathway [GO:0030509]; cell adhesion [GO:0007155]; positive regulation of DNA-templated transcription [GO:0045893]; signal transduction [GO:0007165]	endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; coreceptor activity [GO:0015026]; identical protein binding [GO:0042802]; BMP signaling pathway [GO:0030509]; cell adhesion [GO:0007155]; positive regulation of DNA-templated transcription [GO:0045893]; signal transduction [GO:0007165]	GO:0005793; GO:0005886; GO:0007155; GO:0007165; GO:0015026; GO:0030509; GO:0042802; GO:0045121; GO:0045893; GO:0098552
Q6UW01	Q6UW01	reviewed	CBLN3_HUMAN	Cerebellin-3	CBLN3 UNQ755/PRO1486	Homo sapiens (Human)	205		maintenance of synapse structure [GO:0099558]	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; synapse [GO:0045202]; maintenance of synapse structure [GO:0099558]	GO:0005615; GO:0005783; GO:0005794; GO:0045202; GO:0099558
Q6UX71	Q6UX71	reviewed	PXDC2_HUMAN	Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)	PLXDC2 TEM7R UNQ2514/PRO6003	Homo sapiens (Human)	529			membrane [GO:0016020]	GO:0016020
Q6UX73	Q6UX73	reviewed	CP089_HUMAN	UPF0764 protein C16orf89	C16orf89 UNQ904/PRO1925	Homo sapiens (Human)	402			cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; protein homodimerization activity [GO:0042803]	GO:0005829; GO:0016020; GO:0042803; GO:0070062
Q6UXB8	Q6UXB8	reviewed	PI16_HUMAN	Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364)	PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328	Homo sapiens (Human)	463		negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]	extracellular space [GO:0005615]; peptidase inhibitor activity [GO:0030414]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]	GO:0005615; GO:0030414; GO:0061052
Q6ZMI3	Q6ZMI3	reviewed	GLDN_HUMAN	Gliomedin [Cleaved into: Gliomedin shedded ectodomain]	GLDN COLM UNQ9339/PRO34011	Homo sapiens (Human)	551		clustering of voltage-gated sodium channels [GO:0045162]; microvillus organization [GO:0032528]; signal transduction [GO:0007165]	axon [GO:0030424]; cell surface [GO:0009986]; collagen trimer [GO:0005581]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; protein binding involved in heterotypic cell-cell adhesion [GO:0086080]; clustering of voltage-gated sodium channels [GO:0045162]; microvillus organization [GO:0032528]; signal transduction [GO:0007165]	GO:0005581; GO:0005615; GO:0005886; GO:0007165; GO:0009986; GO:0030424; GO:0032528; GO:0045162; GO:0086080
Q6ZSJ9	Q6ZSJ9	reviewed	SHSA6_HUMAN	Protein shisa-6	SHISA6	Homo sapiens (Human)	500		excitatory chemical synaptic transmission [GO:0098976]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; regulation of AMPA glutamate receptor clustering [GO:1904717]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; spermatogenesis [GO:0007283]; Wnt signaling pathway [GO:0016055]	AMPA glutamate receptor complex [GO:0032281]; asymmetric, glutamatergic, excitatory synapse [GO:0098985]; dendritic spine membrane [GO:0032591]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; ionotropic glutamate receptor binding [GO:0035255]; PDZ domain binding [GO:0030165]; excitatory chemical synaptic transmission [GO:0098976]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; regulation of AMPA glutamate receptor clustering [GO:1904717]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; spermatogenesis [GO:0007283]; Wnt signaling pathway [GO:0016055]	GO:0007283; GO:0014069; GO:0016055; GO:0030165; GO:0032281; GO:0032591; GO:0035255; GO:0045211; GO:0048172; GO:0090090; GO:0098839; GO:0098970; GO:0098976; GO:0098985; GO:1904717
Q7Z3B1	Q7Z3B1	reviewed	NEGR1_HUMAN	Neuronal growth regulator 1 (IgLON family member 4)	NEGR1 IGLON4 UNQ2433/PRO4993	Homo sapiens (Human)	354		cell-cell adhesion [GO:0098609]; feeding behavior [GO:0007631]; locomotory behavior [GO:0007626]; neuron projection development [GO:0031175]; positive regulation of neuron projection development [GO:0010976]; regulation of synapse assembly [GO:0051963]	dendrite [GO:0030425]; extracellular region [GO:0005576]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; cell-cell adhesion [GO:0098609]; feeding behavior [GO:0007631]; locomotory behavior [GO:0007626]; neuron projection development [GO:0031175]; positive regulation of neuron projection development [GO:0010976]; regulation of synapse assembly [GO:0051963]	GO:0005576; GO:0005886; GO:0007626; GO:0007631; GO:0010976; GO:0030425; GO:0031175; GO:0043025; GO:0051963; GO:0098552; GO:0098609
Q7Z7M0	Q7Z7M0	reviewed	MEGF8_HUMAN	Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4)	MEGF8 C19orf49 EGFL4 KIAA0817	Homo sapiens (Human)	2845		BMP signaling pathway [GO:0030509]; cell migration involved in gastrulation [GO:0042074]; coronary vasculature development [GO:0060976]; craniofacial suture morphogenesis [GO:0097094]; determination of digestive tract left/right asymmetry [GO:0071907]; determination of heart left/right asymmetry [GO:0061371]; embryonic heart tube left/right pattern formation [GO:0060971]; embryonic heart tube morphogenesis [GO:0003143]; embryonic limb morphogenesis [GO:0030326]; embryonic skeletal system morphogenesis [GO:0048704]; epiboly involved in gastrulation with mouth forming second [GO:0055113]; fasciculation of sensory neuron axon [GO:0097155]; left/right pattern formation [GO:0060972]; limb morphogenesis [GO:0035108]; negative regulation of smoothened signaling pathway [GO:0045879]; positive regulation of axon extension involved in axon guidance [GO:0048842]; regulation of gene expression [GO:0010468]	extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; calcium ion binding [GO:0005509]; BMP signaling pathway [GO:0030509]; cell migration involved in gastrulation [GO:0042074]; coronary vasculature development [GO:0060976]; craniofacial suture morphogenesis [GO:0097094]; determination of digestive tract left/right asymmetry [GO:0071907]; determination of heart left/right asymmetry [GO:0061371]; embryonic heart tube left/right pattern formation [GO:0060971]; embryonic heart tube morphogenesis [GO:0003143]; embryonic limb morphogenesis [GO:0030326]; embryonic skeletal system morphogenesis [GO:0048704]; epiboly involved in gastrulation with mouth forming second [GO:0055113]; fasciculation of sensory neuron axon [GO:0097155]; left/right pattern formation [GO:0060972]; limb morphogenesis [GO:0035108]; negative regulation of smoothened signaling pathway [GO:0045879]; positive regulation of axon extension involved in axon guidance [GO:0048842]; regulation of gene expression [GO:0010468]	GO:0003143; GO:0005509; GO:0005634; GO:0010468; GO:0016020; GO:0030326; GO:0030509; GO:0035108; GO:0042074; GO:0045879; GO:0048704; GO:0048842; GO:0055113; GO:0060971; GO:0060972; GO:0060976; GO:0061371; GO:0070062; GO:0071907; GO:0097094; GO:0097155
Q86UD1	Q86UD1	reviewed	OAF_HUMAN	Out at first protein homolog (HCV NS5A-transactivated protein 13 target protein 2)	OAF NS5ATP13TP2	Homo sapiens (Human)	273				
Q86UN2	Q86UN2	reviewed	R4RL1_HUMAN	Reticulon-4 receptor-like 1 (Nogo receptor-like 2) (Nogo-66 receptor homolog 2) (Nogo-66 receptor-related protein 3) (NgR3)	RTN4RL1 NGRH2 NGRL2	Homo sapiens (Human)	441		axon regeneration [GO:0031103]; corpus callosum development [GO:0022038]; negative regulation of axon regeneration [GO:0048681]; negative regulation of neuron projection development [GO:0010977]	cell projection [GO:0042995]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; chondroitin sulfate binding [GO:0035374]; heparin binding [GO:0008201]; signaling receptor activity [GO:0038023]; axon regeneration [GO:0031103]; corpus callosum development [GO:0022038]; negative regulation of axon regeneration [GO:0048681]; negative regulation of neuron projection development [GO:0010977]	GO:0005576; GO:0005615; GO:0005886; GO:0008201; GO:0009986; GO:0010977; GO:0022038; GO:0031012; GO:0031103; GO:0035374; GO:0038023; GO:0042995; GO:0043204; GO:0045121; GO:0048681; GO:0070062; GO:0098552
Q86UN3	Q86UN3	reviewed	R4RL2_HUMAN	Reticulon-4 receptor-like 2 (Nogo receptor-like 3) (Nogo-66 receptor homolog 1) (Nogo-66 receptor-related protein 2) (NgR2)	RTN4RL2 NGRH1 NGRL3	Homo sapiens (Human)	420		axon regeneration [GO:0031103]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of neuron projection development [GO:0010977]	axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; signaling receptor activity [GO:0038023]; axon regeneration [GO:0031103]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of neuron projection development [GO:0010977]	GO:0005576; GO:0005615; GO:0005886; GO:0007166; GO:0009897; GO:0009986; GO:0010977; GO:0030424; GO:0030425; GO:0031012; GO:0031103; GO:0038023; GO:0043005; GO:0043204; GO:0045121; GO:0070062
Q86UX2	Q86UX2	reviewed	ITIH5_HUMAN	Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5)	ITIH5 KIAA1953 PP14776 UNQ311/PRO354	Homo sapiens (Human)	942		hyaluronan metabolic process [GO:0030212]	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]; hyaluronan metabolic process [GO:0030212]	GO:0004867; GO:0005576; GO:0030212; GO:0062023
Q86VB7	Q86VB7	reviewed	C163A_HUMAN	Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	CD163 M130	Homo sapiens (Human)	1156		acute-phase response [GO:0006953]	cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; scaffold protein binding [GO:0097110]; scavenger receptor activity [GO:0005044]; acute-phase response [GO:0006953]	GO:0005044; GO:0005576; GO:0005829; GO:0005886; GO:0006953; GO:0009897; GO:0030666; GO:0097110
Q86X29	Q86X29	reviewed	LSR_HUMAN	Lipolysis-stimulated lipoprotein receptor (Angulin-1)	LSR ILDR3 LISCH	Homo sapiens (Human)	649		epithelial structure maintenance [GO:0010669]; establishment of blood-brain barrier [GO:0060856]; establishment of skin barrier [GO:0061436]; liver development [GO:0001889]; maintenance of blood-brain barrier [GO:0035633]; protein localization to tricellular tight junction [GO:0061833]; tricellular tight junction assembly [GO:1904274]	bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; chylomicron [GO:0042627]; extracellular exosome [GO:0070062]; low-density lipoprotein particle [GO:0034362]; plasma membrane [GO:0005886]; tight junction [GO:0070160]; tricellular tight junction [GO:0061689]; very-low-density lipoprotein particle [GO:0034361]; epithelial structure maintenance [GO:0010669]; establishment of blood-brain barrier [GO:0060856]; establishment of skin barrier [GO:0061436]; liver development [GO:0001889]; maintenance of blood-brain barrier [GO:0035633]; protein localization to tricellular tight junction [GO:0061833]; tricellular tight junction assembly [GO:1904274]	GO:0001889; GO:0005886; GO:0005923; GO:0010669; GO:0030054; GO:0034361; GO:0034362; GO:0035633; GO:0042627; GO:0060856; GO:0061436; GO:0061689; GO:0061833; GO:0070062; GO:0070160; GO:1904274
Q86Y38	Q86Y38	reviewed	XYLT1_HUMAN	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I) (XT-I) (XylT-I)	XYLT1 XT1	Homo sapiens (Human)	959	PATHWAY: Glycan metabolism; chondroitin sulfate biosynthesis. {ECO:0000269|PubMed:17189265, ECO:0000269|PubMed:23982343}.; PATHWAY: Glycan metabolism; heparan sulfate biosynthesis. {ECO:0000269|PubMed:17189265}.	chondroitin sulfate biosynthetic process [GO:0030206]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; embryonic skeletal system development [GO:0048706]; glycosaminoglycan biosynthetic process [GO:0006024]; glycosaminoglycan metabolic process [GO:0030203]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; ossification involved in bone maturation [GO:0043931]; proteoglycan biosynthetic process [GO:0030166]	extracellular space [GO:0005615]; Golgi cis cisterna [GO:0000137]; Golgi membrane [GO:0000139]; metal ion binding [GO:0046872]; protein xylosyltransferase activity [GO:0030158]; chondroitin sulfate biosynthetic process [GO:0030206]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; embryonic skeletal system development [GO:0048706]; glycosaminoglycan biosynthetic process [GO:0006024]; glycosaminoglycan metabolic process [GO:0030203]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; ossification involved in bone maturation [GO:0043931]; proteoglycan biosynthetic process [GO:0030166]	GO:0000137; GO:0000139; GO:0005615; GO:0006024; GO:0015012; GO:0030158; GO:0030166; GO:0030203; GO:0030206; GO:0043931; GO:0046872; GO:0048706; GO:0050650
